595.0,548.0,626.0,555.0,4.0,
627.0,555.0,659.0,556.0,3.0,
627.0,555.0,659.0,556.0,3.0,
659.0,560.0,691.0,562.0,3.0,
659.0,560.0,691.0,562.0,3.0,
691.0,562.0,708.0,585.0,4.0,
691.0,562.0,708.0,585.0,4.0,
296.0,232.0,272.0,229.0,4.0,
318.0,236.0,298.0,235.0,4.0,
296.0,232.0,272.0,229.0,4.0,
295.0,237.0,291.0,249.0,4.0,
299.0,211.0,296.0,231.0,5.0,
347.0,238.0,322.0,236.0,4.0,
373.0,237.0,350.0,238.0,4.0,
395.0,245.0,375.0,238.0,3.0,
373.0,237.0,350.0,238.0,4.0,
411.0,269.0,399.0,248.0,5.0,
396.0,276.0,407.0,272.0,2.0,
415.0,271.0,430.0,278.0,4.0,
459.0,253.0,411.0,270.0,6.0,
415.0,271.0,430.0,278.0,4.0,
437.0,280.0,456.0,288.0,3.0,
437.0,280.0,456.0,288.0,3.0,
463.0,288.0,478.0,294.0,4.0,
463.0,288.0,478.0,294.0,4.0,
484.0,298.0,503.0,304.0,3.0,
484.0,298.0,503.0,304.0,3.0,
509.0,308.0,532.0,314.0,3.0,
509.0,308.0,532.0,314.0,3.0,
539.0,317.0,567.0,308.0,3.0,
539.0,317.0,567.0,308.0,3.0,
571.0,311.0,577.0,330.0,4.0,
569.0,311.0,543.0,328.0,4.0,
521.0,289.0,568.0,307.0,7.0,
571.0,311.0,577.0,330.0,4.0,
578.0,333.0,623.0,350.0,5.0,
578.0,333.0,623.0,350.0,5.0,
627.0,351.0,670.0,366.0,6.0,
627.0,351.0,670.0,366.0,6.0,
671.0,368.0,679.0,388.0,6.0,
671.0,368.0,679.0,388.0,6.0,
682.0,391.0,694.0,418.0,7.0,
682.0,391.0,694.0,418.0,7.0,
695.0,420.0,702.0,438.0,5.0,
695.0,420.0,702.0,438.0,5.0,
703.0,442.0,714.0,464.0,6.0,
703.0,442.0,714.0,464.0,6.0,
715.0,468.0,725.0,480.0,7.0,
715.0,468.0,725.0,480.0,7.0,
729.0,482.0,747.0,486.0,6.0,
729.0,482.0,747.0,486.0,6.0,
169.0,330.0,136.0,337.0,5.0,
92.0,344.0,133.0,338.0,4.0,
139.0,336.0,151.0,316.0,3.0,
122.0,318.0,135.0,336.0,4.0,
138.0,338.0,142.0,364.0,4.0,
169.0,330.0,136.0,337.0,5.0,
207.0,330.0,170.0,329.0,4.0,
207.0,330.0,170.0,329.0,4.0,
255.0,327.0,209.0,328.0,5.0,
255.0,327.0,209.0,328.0,5.0,
297.0,326.0,259.0,328.0,4.0,
260.0,316.0,258.0,326.0,4.0,
258.0,332.0,255.0,352.0,5.0,
328.0,323.0,299.0,326.0,5.0,
297.0,326.0,259.0,328.0,4.0,
415.0,323.0,387.0,322.0,4.0,
452.0,325.0,419.0,321.0,4.0,
452.0,325.0,419.0,321.0,4.0,
508.0,325.0,456.0,325.0,5.0,
508.0,325.0,456.0,325.0,5.0,
540.0,328.0,512.0,325.0,4.0,
569.0,311.0,543.0,328.0,4.0,
540.0,328.0,512.0,325.0,4.0,
284.0,100.0,295.0,118.0,4.0,
299.0,124.0,315.0,148.0,5.0,
318.0,153.0,325.0,166.0,4.0,
318.0,153.0,325.0,166.0,4.0,
329.0,170.0,362.0,189.0,5.0,
347.0,156.0,329.0,168.0,4.0,
325.0,172.0,303.0,208.0,6.0,
329.0,170.0,362.0,189.0,5.0,
368.0,192.0,393.0,200.0,5.0,
398.0,202.0,411.0,208.0,3.0,
368.0,192.0,393.0,200.0,5.0,
418.0,210.0,449.0,220.0,4.0,
455.0,221.0,488.0,218.0,5.0,
455.0,221.0,488.0,218.0,5.0,
493.0,219.0,513.0,232.0,5.0,
493.0,219.0,513.0,232.0,5.0,
515.0,236.0,512.0,260.0,5.0,
513.0,235.0,487.0,244.0,4.0,
535.0,224.0,516.0,234.0,4.0,
515.0,236.0,512.0,260.0,5.0,
511.0,265.0,518.0,285.0,5.0,
521.0,289.0,568.0,307.0,7.0,
511.0,265.0,518.0,285.0,5.0,
92.0,344.0,133.0,338.0,4.0,
139.0,336.0,151.0,316.0,3.0,
155.0,310.0,171.0,298.0,4.0,
155.0,310.0,171.0,298.0,4.0,
176.0,293.0,191.0,292.0,3.0,
176.0,293.0,191.0,292.0,3.0,
197.0,291.0,226.0,287.0,4.0,
197.0,291.0,226.0,287.0,4.0,
231.0,286.0,262.0,280.0,4.0,
231.0,286.0,262.0,280.0,4.0,
269.0,280.0,279.0,279.0,1.0,
285.0,278.0,305.0,278.0,2.0,
269.0,280.0,279.0,279.0,1.0,
284.0,265.0,284.0,276.0,4.0,
282.0,280.0,277.0,296.0,4.0,
311.0,280.0,322.0,280.0,2.0,
328.0,279.0,337.0,280.0,4.0,
328.0,279.0,337.0,280.0,4.0,
343.0,280.0,368.0,279.0,3.0,
344.0,265.0,339.0,279.0,5.0,
339.0,284.0,334.0,302.0,5.0,
372.0,278.0,388.0,277.0,2.0,
343.0,280.0,368.0,279.0,3.0,
459.0,253.0,411.0,270.0,6.0,
484.0,245.0,462.0,252.0,5.0,
513.0,235.0,487.0,244.0,4.0,
484.0,245.0,462.0,252.0,5.0,
535.0,224.0,516.0,234.0,4.0,
579.0,204.0,539.0,223.0,5.0,
579.0,204.0,539.0,223.0,5.0,
614.0,193.0,582.0,203.0,4.0,
614.0,193.0,582.0,203.0,4.0,
635.0,168.0,616.0,192.0,5.0,
635.0,168.0,616.0,192.0,5.0,
651.0,145.0,639.0,166.0,4.0,
651.0,145.0,639.0,166.0,4.0,
668.0,121.0,653.0,141.0,3.0,
668.0,121.0,653.0,141.0,3.0,
683.0,100.0,670.0,117.0,4.0,
683.0,100.0,670.0,117.0,4.0,
704.0,68.0,687.0,96.0,4.0,
704.0,68.0,687.0,96.0,4.0,
715.0,52.0,706.0,64.0,3.0,
715.0,52.0,706.0,64.0,3.0,
729.0,32.0,717.0,48.0,3.0,
729.0,32.0,717.0,48.0,3.0,
739.0,14.0,731.0,30.0,3.0,
739.0,14.0,731.0,30.0,3.0,
92.0,93.0,108.0,121.0,6.0,
111.0,124.0,131.0,148.0,5.0,
111.0,124.0,131.0,148.0,5.0,
132.0,151.0,128.0,168.0,5.0,
132.0,151.0,128.0,168.0,5.0,
128.0,172.0,126.0,194.0,5.0,
128.0,172.0,126.0,194.0,5.0,
126.0,200.0,120.0,232.0,6.0,
79.0,196.0,123.0,196.0,6.0,
130.0,197.0,162.0,203.0,5.0,
126.0,200.0,120.0,232.0,6.0,
119.0,236.0,123.0,260.0,6.0,
119.0,236.0,123.0,260.0,6.0,
121.0,264.0,118.0,277.0,5.0,
121.0,264.0,118.0,277.0,5.0,
116.0,283.0,121.0,314.0,6.0,
122.0,318.0,135.0,336.0,5.0,
116.0,283.0,121.0,314.0,6.0,
138.0,338.0,142.0,364.0,5.0,
140.0,367.0,138.0,380.0,4.0,
136.0,384.0,135.0,402.0,5.0,
140.0,367.0,138.0,380.0,4.0,
132.0,407.0,127.0,433.0,6.0,
38.0,196.0,71.0,196.0,4.0,
79.0,196.0,123.0,196.0,6.0,
38.0,196.0,71.0,196.0,4.0,
130.0,197.0,162.0,203.0,5.0,
168.0,205.0,182.0,213.0,4.0,
168.0,205.0,182.0,213.0,4.0,
188.0,216.0,200.0,224.0,4.0,
188.0,216.0,200.0,224.0,4.0,
203.0,227.0,216.0,235.0,5.0,
203.0,227.0,216.0,235.0,5.0,
220.0,238.0,240.0,242.0,5.0,
220.0,238.0,240.0,242.0,5.0,
247.0,243.0,263.0,248.0,5.0,
247.0,243.0,263.0,248.0,5.0,
269.0,248.0,287.0,251.0,5.0,
292.0,252.0,311.0,254.0,4.0,
295.0,237.0,291.0,249.0,4.0,
269.0,248.0,287.0,251.0,5.0,
289.0,256.0,287.0,261.0,2.0,
316.0,256.0,328.0,256.0,5.0,
344.0,263.0,331.0,257.0,4.0,
344.0,265.0,339.0,279.0,5.0,
344.0,263.0,331.0,257.0,4.0,
333.0,308.0,331.0,320.0,5.0,
339.0,284.0,334.0,302.0,5.0,
329.0,327.0,326.0,340.0,6.0,
326.0,346.0,323.0,356.0,4.0,
326.0,346.0,323.0,356.0,4.0,
322.0,361.0,319.0,372.0,5.0,
322.0,361.0,319.0,372.0,5.0,
317.0,378.0,315.0,390.0,5.0,
317.0,378.0,315.0,390.0,5.0,
314.0,397.0,309.0,418.0,5.0,
308.0,424.0,304.0,436.0,6.0,
314.0,397.0,309.0,418.0,5.0,
300.0,443.0,294.0,456.0,6.0,
294.0,464.0,304.0,480.0,6.0,
294.0,464.0,304.0,480.0,6.0,
391.0,114.0,369.0,136.0,4.0,
366.0,140.0,351.0,151.0,5.0,
347.0,156.0,329.0,168.0,4.0,
299.0,211.0,296.0,231.0,5.0,
325.0,172.0,303.0,208.0,6.0,
284.0,265.0,284.0,276.0,4.0,
289.0,256.0,287.0,261.0,2.0,
282.0,280.0,277.0,296.0,4.0,
274.0,300.0,262.0,312.0,5.0,
260.0,316.0,258.0,326.0,4.0,
274.0,300.0,262.0,312.0,5.0,
258.0,332.0,255.0,352.0,5.0,
254.0,357.0,248.0,379.0,4.0,
254.0,357.0,248.0,379.0,4.0,
246.0,384.0,243.0,394.0,5.0,
240.0,399.0,220.0,416.0,4.0,
246.0,384.0,243.0,394.0,5.0,
217.0,419.0,199.0,440.0,5.0,
195.0,444.0,179.0,458.0,3.0,
195.0,444.0,179.0,458.0,3.0,
175.0,460.0,162.0,472.0,4.0,
175.0,460.0,162.0,472.0,4.0,
159.0,478.0,169.0,500.0,6.0,
159.0,478.0,169.0,500.0,6.0,
172.0,508.0,184.0,525.0,6.0,
172.0,508.0,184.0,525.0,6.0,
