98.0,95.0,117.0,109.0,5.0,
92.0,93.0,108.0,121.0,6.0,
98.0,95.0,117.0,109.0,5.0,
122.0,112.0,139.0,121.0,4.0,
122.0,112.0,139.0,121.0,4.0,
146.0,123.0,187.0,120.0,5.0,
146.0,123.0,187.0,120.0,5.0,
192.0,120.0,234.0,124.0,5.0,
192.0,120.0,234.0,124.0,5.0,
240.0,124.0,255.0,120.0,4.0,
240.0,124.0,255.0,120.0,4.0,
260.0,120.0,295.0,122.0,5.0,
260.0,120.0,295.0,122.0,5.0,
300.0,121.0,336.0,126.0,5.0,
284.0,100.0,295.0,118.0,4.0,
299.0,124.0,315.0,148.0,5.0,
300.0,121.0,336.0,126.0,5.0,
341.0,127.0,364.0,135.0,4.0,
341.0,127.0,364.0,135.0,4.0,
371.0,139.0,395.0,144.0,5.0,
391.0,114.0,369.0,136.0,4.0,
366.0,140.0,351.0,151.0,5.0,
371.0,139.0,395.0,144.0,5.0,
400.0,143.0,447.0,136.0,5.0,
400.0,143.0,447.0,136.0,5.0,
447.0,139.0,438.0,160.0,5.0,
447.0,139.0,438.0,160.0,5.0,
435.0,164.0,422.0,183.0,5.0,
435.0,164.0,422.0,183.0,5.0,
420.0,188.0,415.0,206.0,4.0,
420.0,188.0,415.0,206.0,4.0,
413.0,211.0,410.0,220.0,4.0,
398.0,202.0,411.0,208.0,3.0,
418.0,210.0,449.0,220.0,4.0,
413.0,211.0,410.0,220.0,4.0,
408.0,224.0,399.0,244.0,5.0,
408.0,224.0,399.0,244.0,5.0,
397.0,249.0,392.0,273.0,5.0,
395.0,245.0,375.0,238.0,3.0,
411.0,269.0,399.0,248.0,5.0,
397.0,249.0,392.0,273.0,5.0,
392.0,280.0,390.0,288.0,4.0,
396.0,276.0,407.0,272.0,2.0,
372.0,278.0,388.0,277.0,2.0,
392.0,280.0,390.0,288.0,4.0,
388.0,294.0,386.0,320.0,5.0,
388.0,294.0,386.0,320.0,5.0,
385.0,323.0,387.0,330.0,4.0,
383.0,323.0,333.0,323.0,6.0,
415.0,323.0,387.0,322.0,4.0,
385.0,323.0,387.0,330.0,4.0,
369.0,332.0,385.0,332.0,4.0,
389.0,332.0,414.0,349.0,5.0,
319.0,237.0,315.0,252.0,4.0,
318.0,236.0,298.0,235.0,4.0,
347.0,238.0,322.0,236.0,4.0,
319.0,237.0,315.0,252.0,4.0,
314.0,256.0,311.0,266.0,3.0,
292.0,252.0,311.0,254.0,4.0,
316.0,256.0,328.0,256.0,5.0,
314.0,256.0,311.0,266.0,3.0,
311.0,271.0,308.0,277.0,3.0,
311.0,271.0,308.0,277.0,3.0,
307.0,280.0,303.0,291.0,4.0,
285.0,278.0,305.0,278.0,2.0,
311.0,280.0,322.0,280.0,2.0,
307.0,280.0,303.0,291.0,4.0,
302.0,295.0,300.0,311.0,3.0,
302.0,295.0,300.0,311.0,3.0,
303.0,314.0,330.0,323.0,4.0,
383.0,323.0,333.0,323.0,6.0,
303.0,314.0,330.0,323.0,4.0,
334.0,323.0,364.0,330.0,3.0,
328.0,323.0,299.0,326.0,5.0,
333.0,308.0,331.0,320.0,5.0,
329.0,327.0,326.0,340.0,6.0,
369.0,332.0,385.0,332.0,4.0,
334.0,323.0,364.0,330.0,3.0,
389.0,332.0,414.0,349.0,5.0,
417.0,352.0,419.0,373.0,4.0,
417.0,352.0,419.0,373.0,4.0,
421.0,376.0,427.0,392.0,5.0,
421.0,376.0,427.0,392.0,5.0,
427.0,396.0,434.0,409.0,4.0,
427.0,396.0,434.0,409.0,4.0,
435.0,414.0,430.0,427.0,4.0,
435.0,414.0,430.0,427.0,4.0,
429.0,432.0,449.0,453.0,7.0,
429.0,432.0,449.0,453.0,7.0,
453.0,456.0,500.0,448.0,4.0,
386.0,448.0,451.0,455.0,6.0,
452.0,454.0,439.0,489.0,6.0,
453.0,456.0,500.0,448.0,4.0,
505.0,449.0,528.0,456.0,5.0,
505.0,449.0,528.0,456.0,5.0,
533.0,458.0,564.0,468.0,5.0,
533.0,458.0,564.0,468.0,5.0,
570.0,468.0,607.0,478.0,5.0,
570.0,468.0,607.0,478.0,5.0,
135.0,403.0,165.0,409.0,6.0,
136.0,384.0,135.0,402.0,5.0,
132.0,407.0,127.0,433.0,6.0,
135.0,403.0,165.0,409.0,6.0,
167.0,411.0,192.0,412.0,4.0,
167.0,411.0,192.0,412.0,4.0,
192.0,414.0,221.0,420.0,4.0,
192.0,414.0,221.0,420.0,4.0,
217.0,419.0,252.0,428.0,5.0,
240.0,399.0,220.0,416.0,4.0,
217.0,419.0,199.0,440.0,5.0,
217.0,419.0,252.0,428.0,5.0,
252.0,428.0,271.0,437.0,4.0,
252.0,428.0,271.0,437.0,4.0,
272.0,439.0,302.0,440.0,4.0,
272.0,439.0,302.0,440.0,4.0,
302.0,439.0,385.0,451.0,7.0,
308.0,424.0,304.0,436.0,6.0,
300.0,443.0,294.0,456.0,6.0,
386.0,448.0,451.0,455.0,6.0,
302.0,439.0,385.0,451.0,7.0,
452.0,454.0,439.0,489.0,6.0,
436.0,492.0,437.0,509.0,4.0,
436.0,492.0,437.0,509.0,4.0,
437.0,509.0,461.0,525.0,4.0,
437.0,509.0,461.0,525.0,4.0,
462.0,524.0,495.0,529.0,5.0,
462.0,524.0,495.0,529.0,5.0,
493.0,528.0,530.0,534.0,4.0,
493.0,528.0,530.0,534.0,4.0,
531.0,534.0,554.0,548.0,4.0,
531.0,534.0,554.0,548.0,4.0,
555.0,548.0,594.0,549.0,4.0,
555.0,548.0,594.0,549.0,4.0,
595.0,548.0,626.0,555.0,4.0,
